web-scraper-order,web-scraper-start-url,link,link-href,name,runtime,releaseDate,coverImg,description,genre
"1753771547-46","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Oppenheimer","https://www.imdb.com/title/tt15398776/?ref_=chtmvm_t_55","Oppenheimer","3h","2023","https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.","[{""genre"":""Docudrama""},{""genre"":""Epic""},{""genre"":""Historical Epic""},{""genre"":""Period Drama""},{""genre"":""Psychological Drama""},{""genre"":""Biography""},{""genre"":""Drama""},{""genre"":""History""}]"
"1753771550-47","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","A Minecraft Movie","https://www.imdb.com/title/tt3566834/?ref_=chtmvm_t_54","A Minecraft Movie","1h 41m","2025","https://m.media-amazon.com/images/M/MV5BYzFjMzNjOTktNDBlNy00YWZhLWExYTctZDcxNDA4OWVhOTJjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Four misfits are suddenly pulled through a mysterious portal into a bizarre cubic wonderland that thrives on imagination. To get back home they'll have to master this world while embarking on a quest with an unexpected expert crafter.","[{""genre"":""Action Epic""},{""genre"":""Adventure Epic""},{""genre"":""Fantasy Epic""},{""genre"":""High-Concept Comedy""},{""genre"":""Quest""},{""genre"":""Slapstick""},{""genre"":""Survival""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Comedy""}]"
"1753771554-48","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Oh, Hi!","https://www.imdb.com/title/tt33292655/?ref_=chtmvm_t_53","Oh, Hi!","1h 34m","2025","https://m.media-amazon.com/images/M/MV5BMTlmNzJlODYtOTVkNC00NWQwLWE5MTUtMGIwMGViNmE1MmY0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Iris and Isaac's first romantic weekend getaway goes awry in a most unexpected way.","[{""genre"":""Dark Comedy""},{""genre"":""Comedy""}]"
"1753771558-49","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Karate Kid: Legends","https://www.imdb.com/title/tt1674782/?ref_=chtmvm_t_52","Karate Kid: Legends","1h 34m","2025","https://m.media-amazon.com/images/M/MV5BNTRmZTJjZGItOTJjZC00MTk3LTg0ZDQtY2RiNmQxM2Q2MTM5XkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","After kung fu prodigy Li Fong relocates to New York City, he attracts unwanted attention from a local karate champion and embarks on a journey to enter the ultimate karate competition with the help of Mr. Han and Daniel LaRusso.","[{""genre"":""Coming-of-Age""},{""genre"":""Martial Arts""},{""genre"":""Teen Drama""},{""genre"":""Action""},{""genre"":""Drama""},{""genre"":""Family""},{""genre"":""Sport""}]"
"1753771561-50","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Man of Steel","https://www.imdb.com/title/tt0770828/?ref_=chtmvm_t_51","Man of Steel","2h 23m","2013","https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.","[{""genre"":""Alien Invasion""},{""genre"":""Superhero""},{""genre"":""Urban Adventure""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Sci-Fi""}]"
"1753771565-51","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Freakier Friday","https://www.imdb.com/title/tt31956415/?ref_=chtmvm_t_50","Freakier Friday","1h 51m","2025","https://m.media-amazon.com/images/M/MV5BY2Q0M2NmMjctODEwMi00NGIyLTk4NjUtMzBlNDAxYTZlZGJiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","22 years after Tess and Anna endured an identity crisis, Anna now has a daughter and a soon-to-be stepdaughter. As they navigate the challenges that come when two families merge, Tess and Anna discover that lightning might strike twice.","[{""genre"":""Body Swap Comedy""},{""genre"":""Comedy""},{""genre"":""Family""},{""genre"":""Fantasy""}]"
"1753771568-52","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Eden","https://www.imdb.com/title/tt23149780/?ref_=chtmvm_t_49","Eden","2h 9m","2024","https://m.media-amazon.com/images/M/MV5BMmU3YjQ1YzAtMGU4OS00MWJkLTg2NGMtM2NmMmQ3NTM3NjNjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.","[{""genre"":""Psychological Thriller""},{""genre"":""Thriller""}]"
"1753771572-53","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Avengers: Infinity War","https://www.imdb.com/title/tt4154756/?ref_=chtmvm_t_48","Avengers: Infinity War","2h 29m","2018","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg","The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.","[{""genre"":""Space Sci-Fi""},{""genre"":""Superhero""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Sci-Fi""}]"
"1753771575-54","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=chtmvm_t_47","The Shawshank Redemption","2h 22m","1994","https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.","[{""genre"":""Epic""},{""genre"":""Period Drama""},{""genre"":""Prison Drama""},{""genre"":""Drama""}]"
"1753771579-55","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","The Old Guard 2","https://www.imdb.com/title/tt14961624/?ref_=chtmvm_t_46","The Old Guard 2","1h 47m","2025","https://m.media-amazon.com/images/M/MV5BZmFhNWY1MjEtZTkyZS00ZWIzLTk4ZWItMDM0MzliNmE1ZGZhXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","Andy leads immortal warriors against a powerful enemy threatening their group. They grapple with the resurfacing of a long-lost immortal, complicating their mission to safeguard humanity.","[{""genre"":""Superhero""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Fantasy""},{""genre"":""Thriller""}]"
"1753771582-56","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Nosferatu","https://www.imdb.com/title/tt5040012/?ref_=chtmvm_t_45","Nosferatu","2h 12m","2024","https://m.media-amazon.com/images/M/MV5BYTRlZWQ1NzMtNGVkMy00MjlhLWIzOTgtOTNkZWVkMzQ0Y2JjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","[{""genre"":""Dark Fantasy""},{""genre"":""Supernatural Horror""},{""genre"":""Vampire Horror""},{""genre"":""Fantasy""},{""genre"":""Horror""},{""genre"":""Mystery""}]"
"1753771590-58","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","A Normal Woman","https://www.imdb.com/title/tt35668683/?ref_=chtmvm_t_43","A Normal Woman","1h 50m","2025","https://m.media-amazon.com/images/M/MV5BMjM4YzBjZmEtNTJlZC00OTUyLWE2NDItZmVkNTcwZWVmNzc3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Believing she's contracted a mysterious illness, a socialite begins sabotaging her own life in the face of rejection from her own body and her family.","[{""genre"":""Psychological Drama""},{""genre"":""Psychological Horror""},{""genre"":""Psychological Thriller""},{""genre"":""Drama""},{""genre"":""Horror""},{""genre"":""Thriller""}]"
"1753771593-59","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Wicked","https://www.imdb.com/title/tt1262426/?ref_=chtmvm_t_42","Wicked","2h 40m","2024","https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg","Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.","[{""genre"":""Fairy Tale""},{""genre"":""Pop Musical""},{""genre"":""Fantasy""},{""genre"":""Musical""},{""genre"":""Romance""}]"
"1753771607-63","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Smurfs","https://www.imdb.com/title/tt18069420/?ref_=chtmvm_t_38","Smurfs","1h 29m","2025","https://m.media-amazon.com/images/M/MV5BMDMyNDViNTMtMmQwYy00ZWUzLThjODYtZWNiOTMzMWFjMzg1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","When Papa Smurf is taken by evil wizards Razamel and Gargamel, Smurfette leads the Smurfs on a mission to the real world to save him.","[{""genre"":""Action Epic""},{""genre"":""Adventure Epic""},{""genre"":""Computer Animation""},{""genre"":""Fantasy Epic""},{""genre"":""Globetrotting Adventure""},{""genre"":""High-Concept Comedy""},{""genre"":""Pop Musical""},{""genre"":""Quest""},{""genre"":""Slapstick""},{""genre"":""Adventure""}]"
"1753771610-64","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Final Destination: Bloodlines","https://www.imdb.com/title/tt9619824/?ref_=chtmvm_t_37","Final Destination: Bloodlines","1h 50m","2025","https://m.media-amazon.com/images/M/MV5BMzNjYzQ4ODEtOWMwMS00MmNhLWI4ZmQtNjg5MjVhZDY5MmExXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Plagued by a recurring violent nightmare, a college student returns home to find the one person who can break the cycle and save her family from the horrific fate that inevitably awaits them.","[{""genre"":""Splatter Horror""},{""genre"":""Supernatural Horror""},{""genre"":""Horror""},{""genre"":""Thriller""}]"
"1753771613-65","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Mission: Impossible - The Final Reckoning","https://www.imdb.com/title/tt9603208/?ref_=chtmvm_t_36","Mission: Impossible - The Final Reckoning","2h 49m","2025","https://m.media-amazon.com/images/M/MV5BZGQ5NGEyYTItMjNiMi00Y2EwLTkzOWItMjc5YjJiMjMyNTI0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Hunt and the IMF pursue a dangerous AI called the Entity that's infiltrated global intelligence. With governments and a figure from his past in pursuit, Hunt races to stop it from forever changing the world.","[{""genre"":""Action Epic""},{""genre"":""Adventure Epic""},{""genre"":""Spy""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Thriller""}]"
"1753771616-66","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","M3GAN 2.0","https://www.imdb.com/title/tt26342662/?ref_=chtmvm_t_35","M3GAN 2.0","2h","2025","https://m.media-amazon.com/images/M/MV5BMjc0YjdlODEtMjY4ZS00MjUyLTlkZWMtMGI0YWJiZDBiOTRiXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg","Two years after M3GAN's rampage, her creator, Gemma, resorts to resurrecting her infamous creation in order to take down Amelia, the military-grade weapon who was built by a defense contractor who stole M3GAN's underlying tech.","[{""genre"":""Artificial Intelligence""},{""genre"":""Cyber Thriller""},{""genre"":""Martial Arts""},{""genre"":""Slasher Horror""},{""genre"":""Action""},{""genre"":""Horror""},{""genre"":""Sci-Fi""},{""genre"":""Thriller""}]"
"1753771620-67","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Fantastic Four","https://www.imdb.com/title/tt1502712/?ref_=chtmvm_t_34","Fantastic Four","1h 40m","2015","https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.","[{""genre"":""Superhero""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Sci-Fi""}]"
"1753771624-68","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Wall to Wall","https://www.imdb.com/title/tt32237537/?ref_=chtmvm_t_33","Wall to Wall","1h 58m","2025","https://m.media-amazon.com/images/M/MV5BM2Y1MjcwMWMtN2IyZi00MGIwLWFiM2YtZjkzZWE1NmJlMGFhXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","Woo-seong, a man who finally saves up enough to buy an apartment, only to have it turn into a nightmare with financial ruin and mysterious noises from neighboring floors.","[{""genre"":""Drama""},{""genre"":""Thriller""}]"
"1753771630-70","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Weapons","https://www.imdb.com/title/tt26581740/?ref_=chtmvm_t_31","Weapons","2h 8m","2025","https://m.media-amazon.com/images/M/MV5BMzE2ZTg5ODQtNDI4OS00MWUyLTkwNjgtZThhODE2NGE2YmE3XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.","[{""genre"":""Psychological Horror""},{""genre"":""Horror""},{""genre"":""Mystery""}]"
"1753771634-71","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Ballerina","https://www.imdb.com/title/tt7181546/?ref_=chtmvm_t_30","Ballerina","2h 4m","2025","https://m.media-amazon.com/images/M/MV5BNzdhZmY2OTQtYWI4OC00ZThkLTlhZjAtNzE2YzRjM2Q5YjJlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","An assassin trained in the traditions of the Ruska Roma organization sets out to seek revenge after her father's death.","[{""genre"":""Gun Fu""},{""genre"":""Martial Arts""},{""genre"":""One-Person Army Action""},{""genre"":""Action""},{""genre"":""Thriller""}]"
"1753771637-72","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Heads of State","https://www.imdb.com/title/tt13357520/?ref_=chtmvm_t_29","Heads of State","1h 56m","2025","https://m.media-amazon.com/images/M/MV5BYWFmNjg0ZGMtZmI5OC00YTAwLWFiMmMtOWRkNzQ0OTE1YWEwXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","When the U.K. Prime Minister and U.S. President become the targets of a foreign adversary, they're forced to rely on one another to thwart a global conspiracy.","[{""genre"":""Buddy Comedy""},{""genre"":""Buddy Cop""},{""genre"":""Action""},{""genre"":""Comedy""},{""genre"":""Thriller""}]"
"1753771640-73","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","28 Years Later","https://www.imdb.com/title/tt10548174/?ref_=chtmvm_t_28","28 Years Later","1h 55m","2025","https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","A group of survivors of the rage virus live on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors.","[{""genre"":""Zombie Horror""},{""genre"":""Horror""},{""genre"":""Thriller""}]"
"1753771644-74","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Bring Her Back","https://www.imdb.com/title/tt32246771/?ref_=chtmvm_t_27","Bring Her Back","1h 44m","2025","https://m.media-amazon.com/images/M/MV5BZTlhYTk1ZTEtOWY3NC00NWQ5LTlkOTctNjQ3ZDYyZGE5ZWNlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.","[{""genre"":""Body Horror""},{""genre"":""Supernatural Horror""},{""genre"":""Horror""},{""genre"":""Mystery""}]"
"1753771648-75","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Lilo & Stitch","https://www.imdb.com/title/tt11655566/?ref_=chtmvm_t_26","Lilo & Stitch","1h 48m","2025","https://m.media-amazon.com/images/M/MV5BYmFmZjM1ZTEtYzQ5ZS00MTRmLTkzMDktYWMxNTg2NGE3YjY4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A lonely Hawaiian girl befriends a runaway alien, helping to mend her fragmented family.","[{""genre"":""Alien Invasion""},{""genre"":""Buddy Comedy""},{""genre"":""Sci-Fi Epic""},{""genre"":""Space Sci-Fi""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Comedy""},{""genre"":""Drama""},{""genre"":""Family""},{""genre"":""Fantasy""}]"
"1753771652-76","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Brick","https://www.imdb.com/title/tt31806049/?ref_=chtmvm_t_25","Brick","1h 39m","2025","https://m.media-amazon.com/images/M/MV5BMGRjZTI5NmEtNWQzNi00ZDUxLWFmZmQtOGFiZmNkZGY1MDc5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A couple whose apartment building is suddenly surrounded by a mysterious brick wall must work with their neighbors to find a way out.","[{""genre"":""Drama""},{""genre"":""Mystery""},{""genre"":""Sci-Fi""},{""genre"":""Thriller""}]"
"1753771656-77","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","The Phoenician Scheme","https://www.imdb.com/title/tt30840798/?ref_=chtmvm_t_24","The Phoenician Scheme","1h 41m","2025","https://m.media-amazon.com/images/M/MV5BMmE0MTk3MDktZWU2Ny00MDljLTg4ZDMtNTYyM2UyZDQxNDE0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists and determined assassins.","[{""genre"":""Spy""},{""genre"":""Action""},{""genre"":""Comedy""},{""genre"":""Crime""},{""genre"":""Drama""},{""genre"":""Thriller""}]"
"1753771660-78","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Together","https://www.imdb.com/title/tt31184028/?ref_=chtmvm_t_23","Together","1h 42m","2025","https://m.media-amazon.com/images/M/MV5BOWI1Mzg0OWUtNDYxYy00Mzk3LTgxMjMtYWYxZjJhMjI4NDcyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Years into their relationship, Tim and Millie find themselves at a crossroads as they move to the country. With tensions already flaring, an encounter with an unnatural force threatens to corrupt their lives, their love and their flesh.","[{""genre"":""Body Horror""},{""genre"":""Psychological Horror""},{""genre"":""Horror""},{""genre"":""Romance""}]"
"1753771663-79","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Dangerous Animals","https://www.imdb.com/title/tt32299316/?ref_=chtmvm_t_22","Dangerous Animals","1h 38m","2025","https://m.media-amazon.com/images/M/MV5BMTg5M2ZjNjItZThiZi00NDFiLTg3NmYtMmFhZTkxZWQ2OWVmXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","When Zephyr, a savvy and free-spirited surfer, is abducted by a shark-obsessed serial killer and held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.","[{""genre"":""Psychological Horror""},{""genre"":""Psychological Thriller""},{""genre"":""Horror""},{""genre"":""Thriller""}]"
"1753771670-81","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Until Dawn","https://www.imdb.com/title/tt30955489/?ref_=chtmvm_t_20","Until Dawn","1h 43m","2025","https://m.media-amazon.com/images/M/MV5BZWU4NDY0ODktOGI3OC00NWE1LWIwYmQtNmJiZWU3NmZlMDhkXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg","A group of friends trapped in a time loop, where mysterious foes chase and kill them in gruesome ways, must survive until dawn to escape it.","[{""genre"":""Body Horror""},{""genre"":""Psychological Drama""},{""genre"":""Psychological Horror""},{""genre"":""Slasher Horror""},{""genre"":""Splatter Horror""},{""genre"":""Supernatural Horror""},{""genre"":""Zombie Horror""},{""genre"":""Drama""},{""genre"":""Horror""}]"
"1753771674-82","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Fantastic Four","https://www.imdb.com/title/tt0120667/?ref_=chtmvm_t_19","Fantastic Four","1h 46m","2005","https://m.media-amazon.com/images/M/MV5BNjY2YmZmMzUtZWY5Mi00MzI3LTljOTgtYTMwMWY1ODI5ZWY5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.","[{""genre"":""Superhero""},{""genre"":""Urban Adventure""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Fantasy""},{""genre"":""Sci-Fi""}]"
"1753771677-83","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Thunderbolts*","https://www.imdb.com/title/tt20969586/?ref_=chtmvm_t_18","Thunderbolts*","2h 7m","2025","https://m.media-amazon.com/images/M/MV5BYWE2NmNmYTItZGY0ZC00MmY2LTk1NDAtMGUyMGEzMjcxNWM0XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg","After finding themselves ensnared in a death trap, an unconventional team of antiheroes must go on a dangerous mission that will force them to confront the darkest corners of their pasts.","[{""genre"":""Political Drama""},{""genre"":""Psychological Drama""},{""genre"":""Superhero""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Crime""},{""genre"":""Drama""},{""genre"":""Fantasy""},{""genre"":""Sci-Fi""}]"
"1753771681-84","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Death of a Unicorn","https://www.imdb.com/title/tt28443655/?ref_=chtmvm_t_17","Death of a Unicorn","1h 47m","2025","https://m.media-amazon.com/images/M/MV5BNjUzMjhkZjktNTU5Mi00MzhmLWJhMTQtZjhkYjczOTEzM2M5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat, where his billionaire boss seeks to exploit the creature's miraculous curative properties.","[{""genre"":""Dark Comedy""},{""genre"":""Dark Fantasy""},{""genre"":""Monster Horror""},{""genre"":""Comedy""},{""genre"":""Fantasy""},{""genre"":""Horror""},{""genre"":""Thriller""}]"
"1753771684-85","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","The Naked Gun","https://www.imdb.com/title/tt3402138/?ref_=chtmvm_t_16","The Naked Gun","1h 25m","2025","https://m.media-amazon.com/images/M/MV5BNGFlNDhkNzItZjgxNC00OGYzLWFjZDAtZTJmNDY5ZmEyZDc0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Only one man has the particular set of skills - to lead Police Squad and save the world.","[{""genre"":""Action""},{""genre"":""Comedy""},{""genre"":""Crime""}]"
"1753771687-86","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Eddington","https://www.imdb.com/title/tt31176520/?ref_=chtmvm_t_15","Eddington","2h 28m","2025","https://m.media-amazon.com/images/M/MV5BNmM0Yzc1ZjAtZTg4My00NDI3LWEwMzAtY2ZkNzMxMWMwOTFlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.","[{""genre"":""Contemporary Western""},{""genre"":""Dark Comedy""},{""genre"":""Comedy""},{""genre"":""Drama""},{""genre"":""Western""}]"
"1753771691-87","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","Materialists","https://www.imdb.com/title/tt30253473/?ref_=chtmvm_t_14","Materialists","1h 56m","2025","https://m.media-amazon.com/images/M/MV5BNmQxMTI1YmEtOGY3Yi00NzVlLWEzMjAtYTI1NWZkNDFiMDg1XkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg","A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.","[{""genre"":""Feel-Good Romance""},{""genre"":""Romantic Comedy""},{""genre"":""Comedy""},{""genre"":""Romance""}]"
"1753771697-88","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","How to Train Your Dragon","https://www.imdb.com/title/tt26743210/?ref_=chtmvm_t_13","How to Train Your Dragon","2h 5m","2025","https://m.media-amazon.com/images/M/MV5BZjhiODRiOWYtOTJjMS00ZjUzLTllZWEtYmFjMTJhMDc3OWMyXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg","As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.","[{""genre"":""Sword & Sorcery""},{""genre"":""Teen Adventure""},{""genre"":""Teen Fantasy""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Comedy""},{""genre"":""Drama""},{""genre"":""Family""},{""genre"":""Fantasy""},{""genre"":""Sci-Fi""}]"
"1753771703-89","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","The Amateur","https://www.imdb.com/title/tt0899043/?ref_=chtmvm_t_12","The Amateur","2h 2m","2025","https://m.media-amazon.com/images/M/MV5BYjhkZjM3ZWYtMjUxMS00YzhlLTkxZWYtMzhkMzFhOTQ1NjRkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","When his supervisors at the CIA refuse to take action after his wife is killed in a London terrorist attack, a decoder takes matters into his own hands.","[{""genre"":""Spy""},{""genre"":""Action""},{""genre"":""Thriller""}]"
"1753771706-90","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","KPop Demon Hunters","https://www.imdb.com/title/tt14205554/?ref_=chtmvm_t_11","KPop Demon Hunters","1h 35m","2025","https://m.media-amazon.com/images/M/MV5BNTBiYWJlMjQtOTIyMy00NTY4LWFhOWItOWZhNzc3NGMyMjc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A world-renowned K-Pop girl group balance their lives in the spotlight with their secret identities as demon hunters.","[{""genre"":""Computer Animation""},{""genre"":""Pop Musical""},{""genre"":""Action""},{""genre"":""Adventure""},{""genre"":""Animation""},{""genre"":""Comedy""},{""genre"":""Family""},{""genre"":""Fantasy""},{""genre"":""Music""},{""genre"":""Musical""}]"
"1753771710-91","https://www.imdb.com/chart/moviemeter/?ref_=chtbo_nv_menu","I Know What You Did Last Summer","https://www.imdb.com/title/tt4045450/?ref_=chtmvm_t_10","I Know What You Did Last Summer","1h 51m","2025","https://m.media-amazon.com/images/M/MV5BNjE2Y2UyNmItZDQyZS00ZjE1LThmMWMtNTVmYzMxOTgwNmVlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","A group of friends are terrorised by a stalker who knows about a gruesome incident from their past.","[{""genre"":""Slasher Horror""},{""genre"":""Horror""}]"
